ClustID	SigLvl	Count	MFE	AvgDist	Members
674	**	9	-	0.00	QRF00162_AEFM01000010.1,QRF00162_AEFO01000033.1,QRF00162_AEFP01000007.1,QRF00162_AEFQ01000012.1,QRF00162_AEFR01000024.1,QRF00162_AEFS01000009.1,QRF00162_AEFT01000003.1,QRF00162_AEFU01000032.1,QRF00162_AEFV01000022.1
808	**	3	-	0.00	QRF01717_ABMD01080641.1,QRF01717_ABMN01097116.1,QRF01717_ABMN01142691.1
343	**	10	-	0.00	QRF00001_ABXC01005835.1,QRF00001_ABXC01005838.1,QRF00001_ABXC01005839.1,QRF00001_ABXC01005841.1,QRF00001_ABXC01005844.1,QRF00001_ABXC01005845.1,QRF00001_ABXC01009117.1,QRF00001_ABXC01009119.1,QRF00001_ABXC01009135.1,QRF00001_ABXC01009775.1
677	**	20	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1,QRF00023_AGTJ01000345.1,QRF00023_AGTK01000236.1,QRF00023_AJ304858.2,QRF00023_AP009048.1,QRF00023_AP009240.1,QRF00023_AP009378.1,QRF00023_AP010953.1,QRF00023_AP010958.1,QRF00023_AP010960.1,QRF00023_AP012030.1,QRF00023_BAAV01002786.1,QRF00023_CADZ01000057.1,QRF00023_CAFL01000074.1,QRF00023_CP000038.1,QRF00023_CP000243.1,QRF00023_CP000802.1,QRF00023_CP000948.1,QRF00023_CP000970.1
679	**	3	-	0.00	QRF02012_ACOQ01000207.1,QRF02012_AFBO01000076.1,QRF02012_AFXH01000073.1
1033	**	4	-	0.00	QRF00001_AJ390135.1,QRF00001_EF064556.1,QRF00001_EF064678.1,QRF00001_EF064680.1
1039	**	4	-	0.00	QRF00001_AF550740.1,QRF00001_FJ882503.1,QRF00001_GQ324770.1,QRF00001_HQ270965.1
12	**	3	-	0.00	QRF00005_ABWL02000007.1,QRF00005_ACDJ01000003.1,QRF00005_AEQT01000005.1
1047	**	9	-	0.00	QRF00001_EU439277.1,QRF00001_EU439278.1,QRF00001_EU439279.1,QRF00001_EU439280.1,QRF00001_EU439282.1,QRF00001_EU439284.1,QRF00001_EU439286.1,QRF00001_EU439291.1,QRF00001_U02637.1
699	**	12	-	0.00	QRF00010_ABKZ01000485.1,QRF00010_ACWU01000204.1,QRF00010_AE004091.2,QRF00010_AEEX01000069.1,QRF00010_AEVV01000076.1,QRF00010_AEVW01000050.1,QRF00010_AFNF01000315.1,QRF00010_AFXI01000001.1,QRF00010_AFXJ01000001.1,QRF00010_AFXK01000001.1,QRF00010_AP012280.1,QRF00010_BADP01000198.1
