ClustID	SigLvl	Count	MFE	AvgDist	Members
2	**	10	-	0.00	QRF01699_ACWK01000003.1,QRF01699_ACWK01000047.1,QRF01699_ACWK01000048.1,QRF01699_ACWK01000089.1,QRF01699_ADLQ01000011.1,QRF01699_ADLQ01000046.1,QRF01699_ADLQ01000061.1,QRF01699_ADLQ01000074.1,QRF01699_ADLR01000034.1,QRF01699_ADLR01000103.1
7	**	24	-	0.00	QRF00167_AAML04000003.1,QRF00167_ABFD02000003.1,QRF00167_ABHD02000006.1,QRF00167_ABHE02000004.1,QRF00167_ABHF02000006.1,QRF00167_ABHG02000003.1,QRF00167_ABKJ02000007.1,QRF00167_ABKK02000005.1,QRF00167_ABKL02000006.1,QRF00167_ADDE01000375.1,QRF00167_ADEH01002527.1,QRF00167_ADEJ01000396.1,QRF00167_ADNX01000097.1,QRF00167_ADVM01000089.1,QRF00167_AGAA01000002.1,QRF00167_AGAB01000036.1,QRF00167_AGAC01000017.1,QRF00167_BABF01015879.1,QRF00167_FN538970.1,QRF00167_FN545816.1,QRF00167_FN665652.1,QRF00167_FN665653.1,QRF00167_FN665654.1,QRF00167_FN668375.1
13	**	3	-	0.00	QRF02005_AAQF01000071.1,QRF02005_AAQF01000075.1,QRF02005_AAQF01000131.1
16	**	6	-	0.00	QRF00641_AABR05139508.1,QRF00641_AAHX01046583.1,QRF00641_AAHY01103470.1,QRF00641_AAQR03046511.1,QRF00641_ABDC01257672.1,QRF00641_AC121784.2
30	**	9	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1,QRF00023_AGTJ01000345.1,QRF00023_AGTK01000236.1,QRF00023_AJ304858.2,QRF00023_AP009048.1,QRF00023_AP009240.1,QRF00023_AP009378.1,QRF00023_AP010953.1
189	**	6	-	0.00	QRF01055_AGQO01000009.1,QRF01055_CACU01000009.1,QRF01055_CACV01000016.1,QRF01055_CACW01000001.1,QRF01055_CP002246.1,QRF01055_FR718769.1
34	**	7	-	0.00	QRF00026_AFNB01014589.1,QRF00026_AFNB01021358.1,QRF00026_AFNB01022200.1,QRF00026_AFNC01012913.1,QRF00026_AFNC01017690.1,QRF00026_AFNC01020437.1,QRF00026_AFNC01026255.1
226	**	5	-	0.00	QRF01750_AAHN02000003.1,QRF01750_AAHO01000001.1,QRF01750_AAHS03000007.1,QRF01750_AAHV02000001.1,QRF01750_AAHW02000016.1
39	**	26	-	0.00	QRF01055_AFOM01000014.1,QRF01055_AFON01000131.1,QRF01055_AFOO01000015.1,QRF01055_AFOP01000155.1,QRF01055_AFOQ01000009.1,QRF01055_AFOR01000015.1,QRF01055_AFOS01000038.1,QRF01055_AFOT01000119.1,QRF01055_AFOV01000058.1,QRF01055_AFSV01000042.1,QRF01055_AGUI01000099.1,QRF01055_AGUJ01000039.1,QRF01055_AGUK01000102.1,QRF01055_AGUL01000095.1,QRF01055_AGUM01000007.1,QRF01055_AGUN01000100.1,QRF01055_AGUO01000029.1,QRF01055_AGUP01000035.1,QRF01055_AGUQ01000015.1,QRF01055_AGUR01000134.1,QRF01055_AGUS01000008.1,QRF01055_CP001233.1,QRF01055_CP001235.1,QRF01055_CP001485.1,QRF01055_CP002555.1,QRF01055_CP003069.1
2637	**	50	-	0.00	QRF00380_ACAP01000070.1,QRF00380_ACAQ01000055.1,QRF00380_ACAR01000096.1,QRF00380_ACAT01000012.1,QRF00380_ACAU01000028.1,QRF00380_ACAV01000058.1,QRF00380_ACAW01000070.1,QRF00380_ACGL01000104.1,QRF00380_ACGM01000032.1,QRF00380_ACHK01000103.1,QRF00380_ACIX01000021.1,QRF00380_ACOC01000026.1,QRF00380_ACOX02000001.1,QRF00380_ADDP01000041.1,QRF00380_ADDQ01000028.1,QRF00380_ADKN01000065.1,QRF00380_AEBB01000002.1,QRF00380_AEBD01000036.1,QRF00380_AEBE01000048.1,QRF00380_AEBF01000029.1,QRF00380_AEBH01000028.1,QRF00380_AEBI01000013.1,QRF00380_AEBJ01000038.1,QRF00380_AEBK01000055.1,QRF00380_AEBL01000032.1,QRF00380_AEBM01000005.1,QRF00380_AEBN01000093.1,QRF00380_AEBO01000008.1,QRF00380_AEBP01000002.1,QRF00380_AEBQ01000039.1,QRF00380_AEBR01000110.1,QRF00380_AEBS01000016.1,QRF00380_AEBT01000035.1,QRF00380_AEBV01000035.1,QRF00380_AEBW01000094.1,QRF00380_AEBX01000029.1,QRF00380_AEBY01000048.1,QRF00380_AEBZ01000042.1,QRF00380_AECA01000058.1,QRF00380_AECB01000048.1,QRF00380_AECC01000008.1,QRF00380_AECD01000031.1,QRF00380_AECE01000122.1,QRF00380_AECF01000061.1,QRF00380_AECG01000019.1,QRF00380_AEQT01000833.1,QRF00380_AFBS01000072.1,QRF00380_CP002491.1,QRF00380_CP002621.1,QRF00380_FP929058.1
