ClustID	SigLvl	Count	MFE	AvgDist	Members
2	**	10	-	0.00	QRF01699_ACWK01000003.1,QRF01699_ACWK01000047.1,QRF01699_ACWK01000048.1,QRF01699_ACWK01000089.1,QRF01699_ADLQ01000011.1,QRF01699_ADLQ01000046.1,QRF01699_ADLQ01000061.1,QRF01699_ADLQ01000074.1,QRF01699_ADLR01000034.1,QRF01699_ADLR01000103.1
7	**	24	-	0.00	QRF00167_AAML04000003.1,QRF00167_ABFD02000003.1,QRF00167_ABHD02000006.1,QRF00167_ABHE02000004.1,QRF00167_ABHF02000006.1,QRF00167_ABHG02000003.1,QRF00167_ABKJ02000007.1,QRF00167_ABKK02000005.1,QRF00167_ABKL02000006.1,QRF00167_ADDE01000375.1,QRF00167_ADEH01002527.1,QRF00167_ADEJ01000396.1,QRF00167_ADNX01000097.1,QRF00167_ADVM01000089.1,QRF00167_AGAA01000002.1,QRF00167_AGAB01000036.1,QRF00167_AGAC01000017.1,QRF00167_BABF01015879.1,QRF00167_FN538970.1,QRF00167_FN545816.1,QRF00167_FN665652.1,QRF00167_FN665653.1,QRF00167_FN665654.1,QRF00167_FN668375.1
13	**	3	-	0.00	QRF02005_AAQF01000071.1,QRF02005_AAQF01000075.1,QRF02005_AAQF01000131.1
16	**	6	-	0.00	QRF00641_AABR05139508.1,QRF00641_AAHX01046583.1,QRF00641_AAHY01103470.1,QRF00641_AAQR03046511.1,QRF00641_ABDC01257672.1,QRF00641_AC121784.2
26	**	6	-	0.00	QRF00641_AAWR02020065.1,QRF00641_ABBA01048514.1,QRF00641_ABGA01039466.1,QRF00641_ABRN01448850.1,QRF00641_ABSL01067087.1,QRF00641_ADDF012586307.1
30	**	9	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1,QRF00023_AGTJ01000345.1,QRF00023_AGTK01000236.1,QRF00023_AJ304858.2,QRF00023_AP009048.1,QRF00023_AP009240.1,QRF00023_AP009378.1,QRF00023_AP010953.1
34	**	7	-	0.00	QRF00026_AFNB01014589.1,QRF00026_AFNB01021358.1,QRF00026_AFNB01022200.1,QRF00026_AFNC01012913.1,QRF00026_AFNC01017690.1,QRF00026_AFNC01020437.1,QRF00026_AFNC01026255.1
39	**	26	-	0.00	QRF01055_AFOM01000014.1,QRF01055_AFON01000131.1,QRF01055_AFOO01000015.1,QRF01055_AFOP01000155.1,QRF01055_AFOQ01000009.1,QRF01055_AFOR01000015.1,QRF01055_AFOS01000038.1,QRF01055_AFOT01000119.1,QRF01055_AFOV01000058.1,QRF01055_AFSV01000042.1,QRF01055_AGUI01000099.1,QRF01055_AGUJ01000039.1,QRF01055_AGUK01000102.1,QRF01055_AGUL01000095.1,QRF01055_AGUM01000007.1,QRF01055_AGUN01000100.1,QRF01055_AGUO01000029.1,QRF01055_AGUP01000035.1,QRF01055_AGUQ01000015.1,QRF01055_AGUR01000134.1,QRF01055_AGUS01000008.1,QRF01055_CP001233.1,QRF01055_CP001235.1,QRF01055_CP001485.1,QRF01055_CP002555.1,QRF01055_CP003069.1
42	no	2	-	0.00	QRF00013_ACZJ01000009.1,QRF00013_CP001607.1
2168	no	2	-	0.00	QRF01942_AC098711.2,QRF01942_CAAA01004637.1
