ClustID	SigLvl	Count	MFE	AvgDist	Members
170	no	2	-	0.12	novel-1hp_15,novel-1hp_42
11	no	2	-	0.14	novel-1hp_26,novel-1hp_9
119	**	3	-	0.14	novel-1hp_15,novel-1hp_42,novel-1hp_47
118	no	2	-	0.14	novel-1hp_39,novel-1hp_48
7	no	2	-	0.15	novel-1hp_13,novel-1hp_3
101	**	4	-	0.15	novel-1hp_15,novel-1hp_31,novel-1hp_42,novel-1hp_47
211	no	2	-	0.15	novel-1hp_10,novel-1hp_45
267	no	2	-	0.15	novel-1hp_24,novel-1hp_32
113	no	2	-	0.16	novel-1hp_36,novel-1hp_46
271	**	3	-	0.16	novel-1hp_36,novel-1hp_4,novel-1hp_46
293	no	2	-	0.16	novel-1hp_11,novel-1hp_41
210	**	6	-	0.16	novel-1hp_15,novel-1hp_26,novel-1hp_31,novel-1hp_42,novel-1hp_47,novel-1hp_9
76	no	2	-	0.17	novel-1hp_30,novel-1hp_50
89	no	2	-	0.17	novel-1hp_17,novel-1hp_22
45	no	2	-	0.17	novel-1hp_43,novel-1hp_7
120	**	4	-	0.17	novel-1hp_20,novel-1hp_36,novel-1hp_4,novel-1hp_46
175	**	3	-	0.17	novel-1hp_28,novel-1hp_39,novel-1hp_48
217	**	8	-	0.17	novel-1hp_11,novel-1hp_15,novel-1hp_26,novel-1hp_31,novel-1hp_41,novel-1hp_42,novel-1hp_47,novel-1hp_9
214	**	5	-	0.18	novel-1hp_12,novel-1hp_20,novel-1hp_36,novel-1hp_4,novel-1hp_46
169	**	3	-	0.18	novel-1hp_13,novel-1hp_23,novel-1hp_3
21	**	3	-	0.18	novel-1hp_34,novel-1hp_43,novel-1hp_7
106	no	2	-	0.19	novel-1hp_40,novel-1hp_49
42	**	10	-	0.19	novel-1hp_11,novel-1hp_15,novel-1hp_17,novel-1hp_22,novel-1hp_26,novel-1hp_31,novel-1hp_41,novel-1hp_42,novel-1hp_47,novel-1hp_9
188	no	2	-	0.19	novel-1hp_2,novel-1hp_33
108	**	5	-	0.20	novel-1hp_13,novel-1hp_23,novel-1hp_3,novel-1hp_30,novel-1hp_50
200	**	11	-	0.20	novel-1hp_11,novel-1hp_15,novel-1hp_17,novel-1hp_22,novel-1hp_26,novel-1hp_31,novel-1hp_35,novel-1hp_41,novel-1hp_42,novel-1hp_47,novel-1hp_9
297	no	2	-	0.20	novel-1hp_18,novel-1hp_25
13	no	2	-	0.20	novel-1hp_21,novel-1hp_44
111	**	4	-	0.20	novel-1hp_10,novel-1hp_24,novel-1hp_32,novel-1hp_45
31	**	3	-	0.20	novel-1hp_37,novel-1hp_40,novel-1hp_49
14	**	13	-	0.20	novel-1hp_11,novel-1hp_15,novel-1hp_17,novel-1hp_21,novel-1hp_22,novel-1hp_26,novel-1hp_31,novel-1hp_35,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_47,novel-1hp_9
257	no	2	-	0.21	novel-1hp_19,novel-1hp_6
148	no	2	-	0.21	novel-1hp_29,novel-1hp_38
263	**	6	-	0.21	novel-1hp_1,novel-1hp_13,novel-1hp_23,novel-1hp_3,novel-1hp_30,novel-1hp_50
6	**	5	-	0.21	novel-1hp_18,novel-1hp_25,novel-1hp_34,novel-1hp_43,novel-1hp_7
49	**	16	-	0.22	novel-1hp_11,novel-1hp_15,novel-1hp_17,novel-1hp_21,novel-1hp_22,novel-1hp_26,novel-1hp_28,novel-1hp_31,novel-1hp_35,novel-1hp_39,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_47,novel-1hp_48,novel-1hp_9
50	no	2	-	0.22	novel-1hp_16,novel-1hp_27
87	**	3	-	0.22	novel-1hp_14,novel-1hp_19,novel-1hp_6
237	**	21	-	0.23	novel-1hp_11,novel-1hp_12,novel-1hp_15,novel-1hp_17,novel-1hp_20,novel-1hp_21,novel-1hp_22,novel-1hp_26,novel-1hp_28,novel-1hp_31,novel-1hp_35,novel-1hp_36,novel-1hp_39,novel-1hp_4,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_46,novel-1hp_47,novel-1hp_48,novel-1hp_9
107	no	2	-	0.23	novel-2hp_29,novel-2hp_46
202	**	5	-	0.23	novel-1hp_16,novel-1hp_27,novel-1hp_37,novel-1hp_40,novel-1hp_49
37	**	7	-	0.23	novel-1hp_10,novel-1hp_14,novel-1hp_19,novel-1hp_24,novel-1hp_32,novel-1hp_45,novel-1hp_6
147	**	27	-	0.24	novel-1hp_1,novel-1hp_11,novel-1hp_12,novel-1hp_13,novel-1hp_15,novel-1hp_17,novel-1hp_20,novel-1hp_21,novel-1hp_22,novel-1hp_23,novel-1hp_26,novel-1hp_28,novel-1hp_3,novel-1hp_30,novel-1hp_31,novel-1hp_35,novel-1hp_36,novel-1hp_39,novel-1hp_4,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_46,novel-1hp_47,novel-1hp_48,novel-1hp_50,novel-1hp_9
41	**	3	-	0.24	novel-2hp_29,novel-2hp_46,novel-2hp_6
71	no	2	-	0.24	novel-2hp_11,novel-2hp_25
26	**	7	-	0.24	novel-1hp_18,novel-1hp_25,novel-1hp_29,novel-1hp_34,novel-1hp_38,novel-1hp_43,novel-1hp_7
174	**	7	-	0.25	novel-1hp_16,novel-1hp_2,novel-1hp_27,novel-1hp_33,novel-1hp_37,novel-1hp_40,novel-1hp_49
35	**	34	-	0.25	novel-1hp_1,novel-1hp_10,novel-1hp_11,novel-1hp_12,novel-1hp_13,novel-1hp_14,novel-1hp_15,novel-1hp_17,novel-1hp_19,novel-1hp_20,novel-1hp_21,novel-1hp_22,novel-1hp_23,novel-1hp_24,novel-1hp_26,novel-1hp_28,novel-1hp_3,novel-1hp_30,novel-1hp_31,novel-1hp_32,novel-1hp_35,novel-1hp_36,novel-1hp_39,novel-1hp_4,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_45,novel-1hp_46,novel-1hp_47,novel-1hp_48,novel-1hp_50,novel-1hp_6,novel-1hp_9
22	**	35	-	0.25	novel-1hp_1,novel-1hp_10,novel-1hp_11,novel-1hp_12,novel-1hp_13,novel-1hp_14,novel-1hp_15,novel-1hp_17,novel-1hp_19,novel-1hp_20,novel-1hp_21,novel-1hp_22,novel-1hp_23,novel-1hp_24,novel-1hp_26,novel-1hp_28,novel-1hp_3,novel-1hp_30,novel-1hp_31,novel-1hp_32,novel-1hp_35,novel-1hp_36,novel-1hp_39,novel-1hp_4,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_45,novel-1hp_46,novel-1hp_47,novel-1hp_48,novel-1hp_5,novel-1hp_50,novel-1hp_6,novel-1hp_9
231	**	8	-	0.25	novel-1hp_16,novel-1hp_2,novel-1hp_27,novel-1hp_33,novel-1hp_37,novel-1hp_40,novel-1hp_49,novel-1hp_8
127	**	43	-	0.26	novel-1hp_1,novel-1hp_10,novel-1hp_11,novel-1hp_12,novel-1hp_13,novel-1hp_14,novel-1hp_15,novel-1hp_16,novel-1hp_17,novel-1hp_19,novel-1hp_2,novel-1hp_20,novel-1hp_21,novel-1hp_22,novel-1hp_23,novel-1hp_24,novel-1hp_26,novel-1hp_27,novel-1hp_28,novel-1hp_3,novel-1hp_30,novel-1hp_31,novel-1hp_32,novel-1hp_33,novel-1hp_35,novel-1hp_36,novel-1hp_37,novel-1hp_39,novel-1hp_4,novel-1hp_40,novel-1hp_41,novel-1hp_42,novel-1hp_44,novel-1hp_45,novel-1hp_46,novel-1hp_47,novel-1hp_48,novel-1hp_49,novel-1hp_5,novel-1hp_50,novel-1hp_6,novel-1hp_8,novel-1hp_9
165	**	50	-	0.27	novel-1hp_1,novel-1hp_10,novel-1hp_11,novel-1hp_12,novel-1hp_13,novel-1hp_14,novel-1hp_15,novel-1hp_16,novel-1hp_17,novel-1hp_18,novel-1hp_19,novel-1hp_2,novel-1hp_20,novel-1hp_21,novel-1hp_22,novel-1hp_23,novel-1hp_24,novel-1hp_25,novel-1hp_26,novel-1hp_27,novel-1hp_28,novel-1hp_29,novel-1hp_3,novel-1hp_30,novel-1hp_31,novel-1hp_32,novel-1hp_33,novel-1hp_34,novel-1hp_35,novel-1hp_36,novel-1hp_37,novel-1hp_38,novel-1hp_39,novel-1hp_4,novel-1hp_40,novel-1hp_41,novel-1hp_42,novel-1hp_43,novel-1hp_44,novel-1hp_45,novel-1hp_46,novel-1hp_47,novel-1hp_48,novel-1hp_49,novel-1hp_5,novel-1hp_50,novel-1hp_6,novel-1hp_7,novel-1hp_8,novel-1hp_9
105	no	2	-	0.28	novel-3hp_24,novel-3hp_30
168	no	2	-	0.28	novel-2hp_43,novel-2hp_47
78	no	2	-	0.29	novel-2hp_4,novel-2hp_5
233	no	2	-	0.29	novel-3hp_14,novel-3hp_18
206	no	2	-	0.29	novel-2hp_3,novel-2hp_40
179	**	5	-	0.30	novel-2hp_29,novel-2hp_4,novel-2hp_46,novel-2hp_5,novel-2hp_6
178	no	2	-	0.30	novel-2hp_14,novel-2hp_28
80	no	2	-	0.30	novel-2hp_16,novel-2hp_2
30	**	3	-	0.30	novel-2hp_18,novel-2hp_43,novel-2hp_47
93	no	2	-	0.30	novel-2hp_31,novel-2hp_50
229	no	2	-	0.30	novel-2hp_33,novel-2hp_37
82	no	2	-	0.30	novel-2hp_19,novel-2hp_30
256	no	2	-	0.30	novel-3hp_23,novel-3hp_7
126	no	2	-	0.30	novel-3hp_11,novel-3hp_16
258	no	2	-	0.30	novel-2hp_1,novel-2hp_17
103	no	2	-	0.31	novel-2hp_21,novel-2hp_24
24	no	2	-	0.32	novel-2hp_38,novel-2hp_42
218	**	3	-	0.32	novel-2hp_3,novel-2hp_40,novel-2hp_48
196	no	2	-	0.32	novel-3hp_28,novel-3hp_42
2	no	2	-	0.32	novel-2hp_39,novel-2hp_8
18	**	7	-	0.32	novel-2hp_11,novel-2hp_25,novel-2hp_29,novel-2hp_4,novel-2hp_46,novel-2hp_5,novel-2hp_6
228	no	2	-	0.32	novel-3hp_40,novel-3hp_43
295	no	2	-	0.33	novel-2hp_22,novel-2hp_7
239	no	2	-	0.33	novel-2hp_35,novel-2hp_36
17	no	2	-	0.33	novel-3hp_47,novel-3hp_49
60	no	2	-	0.33	novel-3hp_25,novel-3hp_32
292	**	8	-	0.33	novel-2hp_11,novel-2hp_25,novel-2hp_29,novel-2hp_32,novel-2hp_4,novel-2hp_46,novel-2hp_5,novel-2hp_6
212	no	2	-	0.34	novel-3hp_21,novel-3hp_27
186	no	2	-	0.34	novel-3hp_35,novel-3hp_38
220	**	4	-	0.34	novel-2hp_31,novel-2hp_39,novel-2hp_50,novel-2hp_8
116	**	3	-	0.34	novel-2hp_12,novel-2hp_38,novel-2hp_42
182	**	3	-	0.34	novel-2hp_16,novel-2hp_2,novel-2hp_44
232	no	2	-	0.34	novel-2hp_20,novel-2hp_23
136	**	3	-	0.34	novel-3hp_17,novel-3hp_24,novel-3hp_30
57	**	3	-	0.34	novel-3hp_13,novel-3hp_40,novel-3hp_43
167	no	2	-	0.35	novel-2hp_10,novel-2hp_41
1	no	2	-	0.35	novel-3hp_10,novel-3hp_46
227	no	2	-	0.35	novel-3hp_41,novel-3hp_45
201	**	4	-	0.35	novel-2hp_27,novel-2hp_3,novel-2hp_40,novel-2hp_48
266	no	2	-	0.35	novel-2hp_34,novel-2hp_49
20	**	3	-	0.35	novel-3hp_28,novel-3hp_34,novel-3hp_42
190	**	12	-	0.35	novel-2hp_11,novel-2hp_25,novel-2hp_29,novel-2hp_31,novel-2hp_32,novel-2hp_39,novel-2hp_4,novel-2hp_46,novel-2hp_5,novel-2hp_50,novel-2hp_6,novel-2hp_8
216	no	2	-	0.35	novel-3hp_36,novel-3hp_50
177	**	4	-	0.36	novel-2hp_19,novel-2hp_30,novel-2hp_33,novel-2hp_37
281	**	4	-	0.36	novel-2hp_14,novel-2hp_28,novel-2hp_34,novel-2hp_49
255	**	3	-	0.36	novel-3hp_25,novel-3hp_29,novel-3hp_32
254	no	2	-	0.36	novel-3hp_48,novel-3hp_9
250	**	5	-	0.36	novel-3hp_14,novel-3hp_17,novel-3hp_18,novel-3hp_24,novel-3hp_30
74	no	2	-	0.37	novel-2hp_26,novel-2hp_45
241	**	4	-	0.37	novel-2hp_1,novel-2hp_17,novel-2hp_22,novel-2hp_7
