ClustID	SigLvl	Count	MFE	AvgDist	Members
119	**	3	-	0.14	novel-1hp_15,novel-1hp_42,novel-1hp_47
271	**	3	-	0.16	novel-1hp_36,novel-1hp_4,novel-1hp_46
175	**	3	-	0.17	novel-1hp_28,novel-1hp_39,novel-1hp_48
169	**	3	-	0.18	novel-1hp_13,novel-1hp_23,novel-1hp_3
21	**	3	-	0.18	novel-1hp_34,novel-1hp_43,novel-1hp_7
111	**	4	-	0.20	novel-1hp_10,novel-1hp_24,novel-1hp_32,novel-1hp_45
31	**	3	-	0.20	novel-1hp_37,novel-1hp_40,novel-1hp_49
87	**	3	-	0.22	novel-1hp_14,novel-1hp_19,novel-1hp_6
41	**	3	-	0.24	novel-2hp_29,novel-2hp_46,novel-2hp_6
30	**	3	-	0.30	novel-2hp_18,novel-2hp_43,novel-2hp_47
218	**	3	-	0.32	novel-2hp_3,novel-2hp_40,novel-2hp_48
220	**	4	-	0.34	novel-2hp_31,novel-2hp_39,novel-2hp_50,novel-2hp_8
116	**	3	-	0.34	novel-2hp_12,novel-2hp_38,novel-2hp_42
182	**	3	-	0.34	novel-2hp_16,novel-2hp_2,novel-2hp_44
136	**	3	-	0.34	novel-3hp_17,novel-3hp_24,novel-3hp_30
57	**	3	-	0.34	novel-3hp_13,novel-3hp_40,novel-3hp_43
20	**	3	-	0.35	novel-3hp_28,novel-3hp_34,novel-3hp_42
177	**	4	-	0.36	novel-2hp_19,novel-2hp_30,novel-2hp_33,novel-2hp_37
281	**	4	-	0.36	novel-2hp_14,novel-2hp_28,novel-2hp_34,novel-2hp_49
255	**	3	-	0.36	novel-3hp_25,novel-3hp_29,novel-3hp_32
241	**	4	-	0.37	novel-2hp_1,novel-2hp_17,novel-2hp_22,novel-2hp_7
260	**	3	-	0.39	novel-3hp_4,novel-3hp_47,novel-3hp_49
146	**	3	-	0.39	novel-3hp_19,novel-3hp_33,novel-3hp_39
296	**	4	-	0.40	novel-3hp_11,novel-3hp_16,novel-3hp_41,novel-3hp_45
110	**	3	-	0.41	novel-3hp_31,novel-3hp_36,novel-3hp_50
164	**	3	-	0.41	novel-2hp_15,novel-2hp_26,novel-2hp_45
246	**	3	-	0.41	novel-2hp_10,novel-2hp_13,novel-2hp_41
33	**	3	-	0.43	novel-3hp_20,novel-3hp_22,novel-3hp_37
