query,cripple,nn_seed,length_norm,alg,kernel,gamma,alpha,c,sensitivity,precision,max_in_cluster
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.40000000000000002,1.0,0.855828220859,0.890268726084,0.642126789366
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.40000000000000002,1.1000000000000001,0.791411042945,0.865595821214,0.816973415133
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.40000000000000002,1.2,0.78118609407,0.827414305597,0.844580777096
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.40000000000000002,1.3,0.78118609407,0.828184392573,0.860940695297
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.40000000000000002,1.3999999999999999,0.782208588957,0.830388523094,0.862985685072
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.40000000000000002,1.5,0.782208588957,0.830388523094,0.865030674847
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.5,1.0,0.871165644172,0.895235562883,0.651329243354
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.5,1.1000000000000001,0.814928425358,0.866322843269,0.80163599182
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.5,1.2,0.80572597137,0.841378047865,0.831288343558
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.5,1.3,0.807770961145,0.845586892732,0.847648261759
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.5,1.3999999999999999,0.807770961145,0.845586892732,0.848670756646
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.5,1.5,0.807770961145,0.845586892732,0.850715746421
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.59999999999999998,1.0,0.868098159509,0.880811631472,0.658486707566
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.59999999999999998,1.1000000000000001,0.815950920245,0.863011369163,0.799591002045
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.59999999999999998,1.2,0.80572597137,0.834224099189,0.828220858896
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.59999999999999998,1.3,0.808793456033,0.840710995484,0.845603271984
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.59999999999999998,1.3999999999999999,0.808793456033,0.840710995484,0.846625766871
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.59999999999999998,1.5,0.808793456033,0.840710995484,0.848670756646
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.69999999999999996,1.0,0.868098159509,0.889545072529,0.637014314928
rfam75id_embed-rename,0,7,false,labelSpreading,rbf,0.5,0.69999999999999996,1.1000000000000001,0.814928425358,0.837483619868,0.803680981595
