ClustID	SigLvl	Count	MFE	AvgDist	Members
712	no	2	-	0.16	RF00006_10,RF00006_32
2	no	2	-	0.22	RF00004_23,RF00004_66
546	no	2	-	0.22	RF00019_1,RF00019_11
574	no	2	-	0.23	RF00013_17,RF00013_18
1882	no	2	-	0.23	RF00013_13,RF00013_48
1119	no	2	-	0.23	RF00004_29,RF00004_6
1686	**	3	-	0.24	RF00004_23,RF00004_39,RF00004_66
579	no	2	-	0.25	RF00032_33,RF00032_34
772	no	2	-	0.25	RF00010_51,RF00010_95
1096	no	2	-	0.26	RF00032_31,RF00032_36
175	no	2	-	0.27	RF00020_14,RF00020_71
1368	no	2	-	0.28	RF00020_34,RF00020_54
1426	no	2	-	0.28	RF00032_10,RF00032_37
833	no	2	-	0.28	RF00018_3,RF00018_7
1566	no	2	-	0.28	RF00004_14,RF00004_42
1907	no	2	-	0.28	RF00020_15,RF00020_47
1031	**	4	-	0.29	RF00004_23,RF00004_25,RF00004_39,RF00004_66
835	no	2	-	0.29	RF00012_22,RF00012_8
148	no	2	-	0.29	RF00032_2,RF00032_25
730	**	4	-	0.30	RF00032_2,RF00032_25,RF00032_31,RF00032_36
180	no	2	-	0.30	RF00018_1,RF00018_6
1937	no	2	-	0.30	RF00019_18,RF00019_6
1801	no	2	-	0.30	RF00010_13,RF00010_16
603	no	2	-	0.30	RF00032_40,RF00032_9
1780	no	2	-	0.31	RF00010_54,RF00010_66
1883	**	3	-	0.31	RF00032_33,RF00032_34,RF00032_8
501	no	2	-	0.31	RF00019_10,RF00019_7
1418	no	2	-	0.31	RF00015_4,RF00015_40
1450	no	2	-	0.31	RF00019_3,RF00019_9
1794	no	2	-	0.31	RF00009_20,RF00009_51
1469	**	3	-	0.32	RF00020_34,RF00020_43,RF00020_54
727	no	2	-	0.32	RF00020_28,RF00020_3
494	**	3	-	0.32	RF00018_1,RF00018_2,RF00018_6
1151	no	2	-	0.32	RF00013_11,RF00013_37
840	**	4	-	0.33	RF00019_1,RF00019_11,RF00019_18,RF00019_6
1189	no	2	-	0.33	RF00006_29,RF00006_36
312	no	2	-	0.33	RF00020_29,RF00020_35
1760	**	3	-	0.34	RF00032_10,RF00032_29,RF00032_37
1745	no	2	-	0.34	RF00005_53,RF00005_86
104	no	2	-	0.34	RF00007_26,RF00007_7
1358	**	3	-	0.35	RF00032_17,RF00032_40,RF00032_9
1796	**	5	-	0.35	RF00018_1,RF00018_2,RF00018_3,RF00018_6,RF00018_7
720	no	2	-	0.35	RF00020_10,RF00020_68
1791	no	2	-	0.35	RF00020_61,RF00020_62
1100	no	2	-	0.35	RF00013_16,RF00013_26
39	no	2	-	0.35	RF00020_37,RF00020_6
331	no	2	-	0.35	RF00002_12,RF00002_6
257	no	2	-	0.35	RF00015_19,RF00015_48
1008	no	2	-	0.35	RF00019_13,RF00019_2
991	no	2	-	0.35	RF00019_4,RF00019_5
1564	**	5	-	0.36	RF00019_1,RF00019_11,RF00019_18,RF00019_21,RF00019_6
1938	**	4	-	0.36	RF00020_34,RF00020_43,RF00020_54,RF00020_57
1129	**	3	-	0.36	RF00009_13,RF00009_20,RF00009_51
1510	no	2	-	0.36	RF00010_63,RF00010_8
726	no	2	-	0.36	RF00006_34,RF00006_43
806	no	2	-	0.36	RF00004_33,RF00004_48
1122	**	3	-	0.36	RF00010_13,RF00010_16,RF00010_53
715	no	2	-	0.37	RF00013_2,RF00013_3
912	no	2	-	0.37	RF00020_49,RF00020_64
94	no	2	-	0.37	RF00020_17,RF00020_74
790	no	2	-	0.37	RF00013_27,RF00013_55
851	**	5	-	0.37	RF00032_2,RF00032_25,RF00032_27,RF00032_31,RF00032_36
20	**	4	-	0.37	RF00032_13,RF00032_17,RF00032_40,RF00032_9
192	**	3	-	0.37	RF00020_10,RF00020_68,RF00020_9
367	no	2	-	0.37	RF00015_29,RF00015_44
1798	no	2	-	0.38	RF00001_4,RF00001_79
1548	**	3	-	0.38	RF00019_10,RF00019_22,RF00019_7
317	no	2	-	0.38	RF00020_27,RF00020_73
1747	**	3	-	0.38	RF00019_12,RF00019_3,RF00019_9
1369	no	2	-	0.38	RF00004_22,RF00004_65
316	no	2	-	0.38	RF00001_75,RF00001_81
92	no	2	-	0.38	RF00010_14,RF00010_97
569	no	2	-	0.38	RF00020_16,RF00020_26
445	**	4	-	0.38	RF00032_10,RF00032_24,RF00032_29,RF00032_37
97	**	3	-	0.38	RF00019_13,RF00019_2,RF00019_24
758	**	6	-	0.39	RF00019_1,RF00019_11,RF00019_18,RF00019_21,RF00019_23,RF00019_6
1437	no	2	-	0.39	RF00010_47,RF00010_73
142	no	2	-	0.39	RF00015_14,RF00015_9
1440	no	2	-	0.39	RF00032_18,RF00032_35
510	**	4	-	0.39	RF00020_10,RF00020_68,RF00020_69,RF00020_9
848	**	4	-	0.39	RF00020_27,RF00020_61,RF00020_62,RF00020_73
585	no	2	-	0.39	RF00010_69,RF00010_87
782	no	2	-	0.39	RF00020_42,RF00020_51
8	no	2	-	0.39	RF00008_13,RF00008_4
284	no	2	-	0.39	RF00006_28,RF00006_44
1343	no	2	-	0.39	RF00010_44,RF00010_99
1822	no	2	-	0.39	RF00010_3,RF00010_49
254	no	2	-	0.39	RF00032_43,RF00032_5
877	no	2	-	0.40	RF00004_3,RF00004_62
1844	no	2	-	0.40	RF00019_15,RF00019_16
594	**	3	-	0.40	RF00002_12,RF00002_21,RF00002_6
163	**	3	-	0.40	RF00001_14,RF00001_4,RF00001_79
1366	**	3	-	0.40	RF00010_11,RF00010_51,RF00010_95
1192	**	5	-	0.40	RF00020_23,RF00020_34,RF00020_43,RF00020_54,RF00020_57
1160	no	2	-	0.40	RF00006_3,RF00006_8
1635	no	2	-	0.40	RF00017_13,RF00017_3
288	no	2	-	0.40	RF00005_22,RF00005_28
1382	**	3	-	0.40	RF00020_28,RF00020_3,RF00020_30
460	no	2	-	0.40	RF00020_12,RF00020_50
478	no	2	-	0.40	RF00007_12,RF00007_17
682	no	2	-	0.41	RF00010_57,RF00010_9
1471	no	2	-	0.41	RF00013_23,RF00013_52
1688	no	2	-	0.41	RF00010_78,RF00010_85
1654	no	2	-	0.41	RF00011_26,RF00011_41
629	no	2	-	0.41	RF00020_46,RF00020_76
6	no	2	-	0.41	RF00013_28,RF00013_78
214	**	3	-	0.41	RF00010_27,RF00010_54,RF00010_66
1763	no	2	-	0.41	RF00009_29,RF00009_5
87	**	3	-	0.41	RF00010_63,RF00010_79,RF00010_8
1419	no	2	-	0.41	RF00020_24,RF00020_55
451	**	7	-	0.41	RF00019_1,RF00019_11,RF00019_18,RF00019_20,RF00019_21,RF00019_23,RF00019_6
1761	**	6	-	0.41	RF00020_10,RF00020_29,RF00020_35,RF00020_68,RF00020_69,RF00020_9
1655	no	2	-	0.41	RF00005_33,RF00005_98
111	no	2	-	0.41	RF00004_12,RF00004_57
1071	no	2	-	0.41	RF00032_1,RF00032_30
1158	no	2	-	0.41	RF00010_12,RF00010_92
1690	no	2	-	0.41	RF00020_11,RF00020_31
