query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
rfam75id-rename,False,14,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.0,True,0.6184049079754601,0.7966045251152158,0.8293456032719837
rfam75id-rename,False,13,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.08,False,0.5868098159509202,0.6644378089627131,0.9088957055214724
rfam75id-rename,False,15,19,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.1,True,0.6373210633946831,0.7215230155270845,0.8019427402862986
rfam75id-rename,False,11,19,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.2,False,0.76799591002045,0.8415590773961565,0.6815950920245399
rfam75id-rename,False,0,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.3,False,1.0,1.0,0.9805725971370143
rfam75id-rename,False,15,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.1,False,0.4461145194274029,0.6175712763769766,0.9475460122699385
rfam75id-rename,False,15,19,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.02,False,0.814314928425358,0.8896285058970058,0.5521472392638037
rfam75id-rename,False,14,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.08,True,0.5269938650306748,0.6358906250153178,0.9128834355828219
rfam75id-rename,False,18,19,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.05,False,0.758077709611452,0.8573074991323718,0.5041922290388547
rfam75id-rename,False,8,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.08,False,0.8304703476482617,0.8400432270812578,0.8925357873210634
rfam75id-rename,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.2,True,0.31574642126789365,0.6675875100115957,0.7216768916155418
rfam75id-rename,False,10,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.02,True,0.7976482617586913,0.8632760207016321,0.8277096114519429
rfam75id-rename,False,16,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.2,False,0.3224948875255624,0.39604845727929056,0.9775051124744376
rfam75id-rename,False,20,19,True,100,True,labelSpreading,rbf,0.4,1.0,True,1.02,False,0.3253578732106339,0.6275250804709172,0.8903885480572595
rfam75id-rename,False,1,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.02,False,0.9965235173824132,0.9962260615617895,0.6502044989775052
rfam75id-rename,False,15,19,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.05,True,0.6918200408997957,0.8005513474750465,0.7012269938650306
rfam75id-rename,False,0,19,True,100,True,labelSpreading,rbf,0.4,1.0,False,1.2,True,1.0,1.0,0.9826175869120655
rfam75id-rename,False,9,19,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.1,True,0.7968302658486708,0.8517776713601366,0.7550102249488753
rfam75id-rename,False,10,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.02,True,0.7908997955010224,0.855532361254809,0.8263803680981596
rfam75id-rename,False,11,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.02,False,0.7182004089979549,0.8209751757073264,0.8325153374233129
rfam75id-rename,False,10,19,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.08,True,0.8065439672801636,0.8462045178502663,0.7088957055214724
rfam75id-rename,False,4,19,True,100,True,labelSpreading,rbf,0.4,1.0,True,1.08,True,0.8986707566462167,0.922276472374518,0.8869120654396727
rfam75id-rename,False,14,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.05,True,0.5047034764826177,0.659424094619216,0.8996932515337424
rfam75id-rename,False,7,19,True,100,True,labelSpreading,rbf,0.4,1.0,True,1.1,False,0.8574642126789366,0.8575413567801355,0.8918200408997956
rfam75id-rename,False,9,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.02,False,0.838241308793456,0.8729356890043615,0.8101226993865032
rfam75id-rename,False,3,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.08,True,0.9177914110429446,0.9342344681743112,0.9058282208588958
rfam75id-rename,False,19,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.08,True,0.2478527607361963,0.4368097599356761,0.9424335378323108
rfam75id-rename,False,0,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.05,False,1.0,1.0,0.84560327198364
rfam75id-rename,False,2,19,True,100,True,labelSpreading,rbf,0.4,1.0,True,1.02,False,0.9887525562372188,0.9871431315654837,0.7367075664621676
rfam75id-rename,False,5,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.0,True,0.9234151329243353,0.9292819388729985,0.7032719836400818
rfam75id-rename,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.3,True,0.2939672801635992,0.43533478918631585,0.8287321063394684
rfam75id-rename,False,19,19,True,100,True,labelSpreading,rbf,0.4,1.0,True,1.05,False,0.2513292433537832,0.47311464116735075,0.9313905930470348
rfam75id-rename,False,4,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.1,True,0.889366053169734,0.9162721009315687,0.9022494887525563
