ClustID	SigLvl	Count	MFE	AvgDist	Members
7	**	9	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1,QRF00023_AGTJ01000345.1,QRF00023_AGTK01000236.1,QRF00023_AJ304858.2,QRF00023_AP009048.1,QRF00023_AP009240.1,QRF00023_AP009378.1,QRF00023_AP010953.1
12	**	3	-	0.00	QRF00005_ABWL02000007.1,QRF00005_ACDJ01000003.1,QRF00005_AEQT01000005.1
18	no	2	-	0.00	QRF01717_ABMD01080641.1,QRF01717_ABMN01097116.1
21	no	2	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1
22	no	2	-	0.00	QRF01725_AACY020459833.1,QRF01725_AACY023213910.1
26	no	2	-	0.00	QRF01419_FJ695500.1,QRF01419_HQ285842.1
31	**	13	-	0.00	QRF02012_AAJT02000104.1,QRF02012_AB011549.2,QRF02012_ABHT01000073.1,QRF02012_ABKY02000010.1,QRF02012_ADAZ01000087.1,QRF02012_ADBC01000011.1,QRF02012_ADUD01000719.1,QRF02012_AELC01000037.1,QRF02012_AERP01000010.1,QRF02012_AF074613.1,QRF02012_CP001062.1,QRF02012_CP001065.1,QRF02012_GU363949.1
37	**	4	-	0.00	QRF01725_CP002079.1,QRF01725_CP002460.1,QRF01725_CP002932.1,QRF01725_CP002998.1
39	**	3	-	0.00	QRF01419_ACYN01013578.1,QRF01419_ACYN01015695.1,QRF01419_AJ970307.1
284	**	5	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1,QRF00023_AGTJ01000345.1,QRF00023_AGTK01000236.1,QRF00023_AJ304858.2
52	**	8	-	0.00	QRF00162_AEFM01000010.1,QRF00162_AEFO01000033.1,QRF00162_AEFP01000007.1,QRF00162_AEFQ01000012.1,QRF00162_AEFR01000024.1,QRF00162_AEFS01000009.1,QRF00162_AEFT01000003.1,QRF00162_AEFU01000032.1
59	no	2	-	0.00	QRF00162_AEFM01000010.1,QRF00162_AEFO01000033.1
60	**	13	-	0.00	QRF00023_AGTH01000033.1,QRF00023_AGTI01000029.1,QRF00023_AGTJ01000345.1,QRF00023_AGTK01000236.1,QRF00023_AJ304858.2,QRF00023_AP009048.1,QRF00023_AP009240.1,QRF00023_AP009378.1,QRF00023_AP010953.1,QRF00023_AP010958.1,QRF00023_AP010960.1,QRF00023_AP012030.1,QRF00023_BAAV01002786.1
61	**	8	-	0.00	QRF00005_CP003022.1,QRF00005_EF196803.1,QRF00005_FQ312002.1,QRF00005_FQ312006.1,QRF00005_FQ670178.1,QRF00005_FQ670204.1,QRF00005_L42023.1,QRF00005_M15314.1
