ID	Len	GC	Group
QRF00001_AAAA02039752.1	119	0.538	QRF00001
QRF00001_AAAA02043281.1	119	0.555	QRF00001
QRF00001_AAAA02047827.1	119	0.555	QRF00001
QRF00001_ABXC01005835.1	119	0.529	QRF00001
QRF00001_ABXC01005838.1	119	0.529	QRF00001
QRF00001_ABXC01005839.1	119	0.529	QRF00001
QRF00001_ABXC01005841.1	119	0.529	QRF00001
QRF00001_ABXC01005844.1	119	0.529	QRF00001
QRF00001_ABXC01005845.1	119	0.529	QRF00001
QRF00001_ABXC01009117.1	119	0.529	QRF00001
QRF00001_ABXC01009119.1	119	0.529	QRF00001
QRF00001_ABXC01009135.1	119	0.529	QRF00001
QRF00001_ABXC01009775.1	119	0.529	QRF00001
QRF00001_ABXC01010155.1	119	0.529	QRF00001
QRF00001_AF550715.1	119	0.529	QRF00001
QRF00001_AF550740.1	119	0.546	QRF00001
QRF00001_AJ390135.1	119	0.538	QRF00001
QRF00001_AJ409525.1	119	0.529	QRF00001
QRF00001_AY034674.1	119	0.529	QRF00001
QRF00001_AY316209.1	119	0.529	QRF00001
QRF00001_EF064556.1	119	0.538	QRF00001
QRF00001_EF064678.1	119	0.538	QRF00001
QRF00001_EF064680.1	119	0.538	QRF00001
QRF00001_EF064687.1	119	0.538	QRF00001
QRF00001_EF064692.1	119	0.538	QRF00001
QRF00001_EF064700.1	119	0.538	QRF00001
QRF00001_EF524209.1	119	0.529	QRF00001
QRF00001_EU093153.1	119	0.529	QRF00001
QRF00001_EU093209.1	119	0.546	QRF00001
QRF00001_EU093378.1	119	0.546	QRF00001
QRF00001_EU439277.1	119	0.546	QRF00001
QRF00001_EU439278.1	119	0.546	QRF00001
QRF00001_EU439279.1	119	0.546	QRF00001
QRF00001_EU439280.1	119	0.546	QRF00001
QRF00001_EU439282.1	119	0.546	QRF00001
QRF00001_EU439284.1	119	0.546	QRF00001
QRF00001_EU439286.1	119	0.546	QRF00001
QRF00001_EU439291.1	119	0.546	QRF00001
QRF00001_EU924818.1	119	0.529	QRF00001
QRF00001_EU925066.1	119	0.546	QRF00001
QRF00001_FJ882503.1	119	0.546	QRF00001
QRF00001_GQ324770.1	119	0.546	QRF00001
QRF00001_HQ270648.1	119	0.529	QRF00001
QRF00001_HQ270965.1	119	0.546	QRF00001
QRF00001_U02637.1	119	0.546	QRF00001
QRF00005_AACY020656879.1	72	0.569	QRF00005
QRF00005_ABCE01000025.1	73	0.562	QRF00005
QRF00005_ABWL02000007.1	73	0.521	QRF00005
QRF00005_ACDJ01000003.1	73	0.521	QRF00005
QRF00005_ADTV01000009.1	73	0.548	QRF00005
QRF00005_AEGR01000006.1	73	0.562	QRF00005
QRF00005_AEQT01000005.1	73	0.521	QRF00005
QRF00005_AFCH01000046.1	73	0.548	QRF00005
QRF00005_AFSR01002788.1	74	0.568	QRF00005
QRF00005_AGFR01000003.1	73	0.534	QRF00005
QRF00005_AM711867.1	74	0.486	QRF00005
QRF00005_AM849034.1	74	0.486	QRF00005
QRF00005_AM889285.1	73	0.548	QRF00005
QRF00005_AP012159.1	73	0.548	QRF00005
QRF00005_AY741371.1	72	0.597	QRF00005
QRF00005_CABR01000029.1	73	0.616	QRF00005
QRF00005_CACD01000012.1	73	0.521	QRF00005
QRF00005_CAFG01000441.1	73	0.562	QRF00005
QRF00005_CP000493.1	72	0.722	QRF00005
QRF00005_CP000880.1	73	0.521	QRF00005
QRF00005_CP000927.1	72	0.569	QRF00005
QRF00005_CP001189.1	73	0.548	QRF00005
QRF00005_CP001744.1	73	0.562	QRF00005
QRF00005_CP003022.1	73	0.534	QRF00005
QRF00005_EF196803.1	73	0.534	QRF00005
QRF00005_FQ312002.1	73	0.534	QRF00005
QRF00005_FQ312006.1	73	0.534	QRF00005
QRF00005_FQ670178.1	73	0.534	QRF00005
QRF00005_FQ670204.1	73	0.534	QRF00005
QRF00005_HM565909.1	72	0.556	QRF00005
QRF00005_L42023.1	73	0.534	QRF00005
QRF00005_M15314.1	73	0.534	QRF00005
QRF00005_M19391.1	73	0.534	QRF00005
QRF00005_X53782.1	73	0.534	QRF00005
QRF00005_Z71579.1	73	0.534	QRF00005
QRF00010_AACY020062040.1	355	0.594	QRF00010
QRF00010_AACY020185705.1	350	0.597	QRF00010
QRF00010_AACY023745699.1	347	0.631	QRF00010
QRF00010_AAQW01000001.1	350	0.597	QRF00010
QRF00010_AATN01000057.1	365	0.523	QRF00010
QRF00010_ABKZ01000485.1	350	0.594	QRF00010
QRF00010_ABSG01000028.1	354	0.579	QRF00010
QRF00010_ABSP01001676.1	350	0.566	QRF00010
QRF00010_ABSP01006958.1	367	0.550	QRF00010
QRF00010_ABYY01000008.1	344	0.439	QRF00010
QRF00010_ACJN02000001.1	533	0.568	QRF00010
QRF00010_ACKY01000130.1	336	0.583	QRF00010
QRF00010_ACWU01000204.1	350	0.594	QRF00010
QRF00010_AE004091.2	350	0.594	QRF00010
QRF00010_AEEX01000069.1	350	0.594	QRF00010
QRF00010_AEGW02000003.1	350	0.560	QRF00010
QRF00010_AEVV01000076.1	350	0.594	QRF00010
QRF00010_AEVW01000050.1	350	0.594	QRF00010
QRF00010_AFFX01000011.1	358	0.584	QRF00010
QRF00010_AFJF01000001.1	394	0.538	QRF00010
QRF00010_AFNF01000315.1	350	0.594	QRF00010
QRF00010_AFOC01000030.1	349	0.630	QRF00010
QRF00010_AFOH01000117.1	345	0.600	QRF00010
QRF00010_AFWT01000009.1	368	0.641	QRF00010
QRF00010_AFXI01000001.1	350	0.594	QRF00010
QRF00010_AFXJ01000001.1	350	0.594	QRF00010
QRF00010_AFXK01000001.1	350	0.594	QRF00010
QRF00010_AFZB01000010.1	349	0.630	QRF00010
QRF00010_AGBG01000003.1	351	0.655	QRF00010
QRF00010_AGSX01000193.1	359	0.574	QRF00010
QRF00010_AGTR01000084.1	350	0.620	QRF00010
QRF00010_AP011529.1	404	0.525	QRF00010
QRF00010_AP012280.1	350	0.594	QRF00010
QRF00010_BADP01000198.1	350	0.594	QRF00010
QRF00010_CP000438.1	350	0.594	QRF00010
QRF00010_CP000744.1	350	0.600	QRF00010
QRF00010_CP000937.1	344	0.442	QRF00010
QRF00010_CP001649.1	366	0.574	QRF00010
QRF00010_CP001798.1	351	0.604	QRF00010
QRF00010_CP001978.1	350	0.620	QRF00010
QRF00010_CP002086.1	354	0.559	QRF00010
QRF00010_CP002496.1	350	0.594	QRF00010
QRF00010_CP002622.1	360	0.581	QRF00010
QRF00010_CP002727.1	350	0.594	QRF00010
QRF00010_CP002738.1	351	0.587	QRF00010
QRF00010_CP002870.1	360	0.592	QRF00010
QRF00010_CP002881.1	360	0.583	QRF00010
QRF00010_CR628336.1	373	0.544	QRF00010
QRF00010_FM209186.1	350	0.594	QRF00010
QRF00010_FO082060.1	365	0.575	QRF00010
QRF00023_ADBT01000188.1	363	0.526	QRF00023
QRF00023_ADTQ01000184.1	363	0.526	QRF00023
QRF00023_ADUS01000034.1	363	0.526	QRF00023
QRF00023_AFAF01000014.1	363	0.526	QRF00023
QRF00023_AFAG01000033.1	363	0.526	QRF00023
QRF00023_AGTH01000033.1	363	0.529	QRF00023
QRF00023_AGTI01000029.1	363	0.529	QRF00023
QRF00023_AGTJ01000345.1	363	0.529	QRF00023
QRF00023_AGTK01000236.1	363	0.529	QRF00023
QRF00023_AJ304858.2	363	0.529	QRF00023
QRF00023_AM946981.2	363	0.526	QRF00023
QRF00023_AP009048.1	363	0.529	QRF00023
QRF00023_AP009240.1	363	0.529	QRF00023
QRF00023_AP009378.1	363	0.529	QRF00023
QRF00023_AP010953.1	363	0.529	QRF00023
QRF00023_AP010958.1	363	0.529	QRF00023
QRF00023_AP010960.1	363	0.529	QRF00023
QRF00023_AP012030.1	363	0.529	QRF00023
QRF00023_BAAV01002786.1	363	0.529	QRF00023
QRF00023_CADZ01000057.1	363	0.529	QRF00023
QRF00023_CAFL01000074.1	363	0.529	QRF00023
QRF00023_CP000038.1	363	0.529	QRF00023
QRF00023_CP000243.1	363	0.529	QRF00023
QRF00023_CP000802.1	363	0.529	QRF00023
QRF00023_CP000819.1	363	0.526	QRF00023
QRF00023_CP000948.1	363	0.529	QRF00023
QRF00023_CP000970.1	363	0.529	QRF00023
QRF00023_CP001383.1	363	0.529	QRF00023
QRF00023_CP001396.1	363	0.529	QRF00023
QRF00023_CP001509.3	363	0.526	QRF00023
QRF00023_CP001637.1	363	0.529	QRF00023
QRF00023_CP001665.1	363	0.526	QRF00023
QRF00023_CP001671.1	363	0.529	QRF00023
QRF00023_CP001855.1	363	0.529	QRF00023
QRF00023_CP001969.1	363	0.529	QRF00023
QRF00023_CP002167.1	363	0.529	QRF00023
QRF00023_CP002185.1	363	0.529	QRF00023
QRF00023_CP002211.1	363	0.529	QRF00023
QRF00023_CP002212.1	363	0.529	QRF00023
QRF00023_CP002516.1	363	0.529	QRF00023
QRF00023_CP002729.1	363	0.529	QRF00023
QRF00023_CP002797.2	363	0.529	QRF00023
QRF00023_CP003034.1	363	0.529	QRF00023
QRF00023_CU651637.1	363	0.529	QRF00023
QRF00023_CU928158.2	363	0.529	QRF00023
QRF00023_CU928161.2	363	0.529	QRF00023
QRF00023_CU928162.2	363	0.529	QRF00023
QRF00023_FN543093.2	364	0.538	QRF00023
QRF00023_FN649414.1	363	0.529	QRF00023
QRF00023_U36840.1	363	0.529	QRF00023
QRF00162_AARL02000771.1	107	0.449	QRF00162
QRF00162_ABQK01000005.1	118	0.500	QRF00162
QRF00162_ABQL01000005.1	118	0.500	QRF00162
QRF00162_ABQM01000007.1	118	0.500	QRF00162
QRF00162_ABQN01000007.1	118	0.500	QRF00162
QRF00162_ABRX01000001.1	119	0.445	QRF00162
QRF00162_ACML01000201.1	113	0.389	QRF00162
QRF00162_ACWC01000005.1	112	0.482	QRF00162
QRF00162_ACWD01000002.1	107	0.523	QRF00162
QRF00162_ADGO01002641.1	104	0.548	QRF00162
QRF00162_ADGO01109370.1	107	0.495	QRF00162
QRF00162_ADGO01179433.1	114	0.456	QRF00162
QRF00162_ADGS01000027.1	118	0.492	QRF00162
QRF00162_ADJR01000012.1	105	0.448	QRF00162
QRF00162_ADMN01000066.1	102	0.500	QRF00162
QRF00162_ADXJ01000728.1	107	0.449	QRF00162
QRF00162_ADXK01000837.1	107	0.449	QRF00162
QRF00162_AEFM01000010.1	123	0.472	QRF00162
QRF00162_AEFO01000033.1	123	0.472	QRF00162
QRF00162_AEFP01000007.1	123	0.472	QRF00162
QRF00162_AEFQ01000012.1	123	0.472	QRF00162
QRF00162_AEFR01000024.1	123	0.472	QRF00162
QRF00162_AEFS01000009.1	123	0.472	QRF00162
QRF00162_AEFT01000003.1	123	0.472	QRF00162
QRF00162_AEFU01000032.1	123	0.472	QRF00162
QRF00162_AEFV01000022.1	123	0.472	QRF00162
QRF00162_AEFW01000007.1	123	0.472	QRF00162
QRF00162_AEFX01000007.1	123	0.472	QRF00162
QRF00162_AEFY01000010.1	123	0.472	QRF00162
QRF00162_AEHM01000033.1	119	0.496	QRF00162
QRF00162_AEXQ01000020.1	102	0.500	QRF00162
QRF00162_AFRV01000004.1	102	0.441	QRF00162
QRF00162_AGBY01000018.1	119	0.454	QRF00162
QRF00162_AGFW01000009.1	118	0.500	QRF00162
QRF00162_AGHO01000382.1	114	0.386	QRF00162
QRF00162_AL009126.3	118	0.500	QRF00162
QRF00162_CP000002.3	112	0.482	QRF00162
QRF00162_CP000141.1	105	0.524	QRF00162
QRF00162_CP000817.1	106	0.443	QRF00162
QRF00162_CP001098.1	106	0.509	QRF00162
QRF00162_CP001666.1	101	0.495	QRF00162
QRF00162_CP001982.1	107	0.495	QRF00162
QRF00162_CP001983.1	107	0.486	QRF00162
QRF00162_CP002183.1	118	0.492	QRF00162
QRF00162_CP002207.1	123	0.472	QRF00162
QRF00162_CP002468.1	118	0.500	QRF00162
QRF00162_CP002905.1	118	0.500	QRF00162
QRF00162_CP002906.1	118	0.500	QRF00162
QRF00162_CP003017.1	107	0.486	QRF00162
QRF00162_FN557490.1	107	0.449	QRF00162
QRF00169_CP002869.1	95	0.516	QRF00169
QRF00174_AACY020310359.1	188	0.580	QRF00174
QRF00174_AACY020522527.1	188	0.574	QRF00174
QRF00174_AACY021717775.1	188	0.574	QRF00174
QRF00174_AACY022232050.1	188	0.580	QRF00174
QRF00174_AACY023791575.1	190	0.553	QRF00174
QRF00174_ABSH01000007.1	220	0.564	QRF00174
QRF00174_ABXP01000167.1	241	0.519	QRF00174
QRF00174_ACCU01000015.1	215	0.591	QRF00174
QRF00174_ACNW01000068.1	193	0.627	QRF00174
QRF00174_ACQI01015980.1	215	0.633	QRF00174
QRF00174_ACXP02000001.1	193	0.503	QRF00174
QRF00174_ACXP02000002.1	193	0.508	QRF00174
QRF00174_ACXY01000006.1	173	0.503	QRF00174
QRF00174_AEPN01000004.1	209	0.670	QRF00174
QRF00174_AEVM01000018.1	196	0.638	QRF00174
QRF00174_AEVM01000041.1	200	0.620	QRF00174
QRF00174_AEYS01000104.1	194	0.505	QRF00174
QRF00174_AFCF01000003.1	210	0.629	QRF00174
QRF00174_AFHT01000105.1	198	0.596	QRF00174
QRF00174_AGJQ01000008.1	187	0.583	QRF00174
QRF00174_AGSN01000124.1	209	0.612	QRF00174
QRF00174_AGTN01046440.1	197	0.645	QRF00174
QRF00174_AGTN01179747.1	195	0.656	QRF00174
QRF00174_AP012206.1	203	0.621	QRF00174
QRF00174_CP000923.1	193	0.508	QRF00174
QRF00174_CP000930.2	183	0.612	QRF00174
QRF00174_CP001029.1	194	0.660	QRF00174
QRF00174_CP001096.1	197	0.645	QRF00174
QRF00174_CP001185.1	183	0.481	QRF00174
QRF00174_CP001298.1	201	0.662	QRF00174
QRF00174_CP001299.1	211	0.645	QRF00174
QRF00174_CP001510.1	201	0.657	QRF00174
QRF00174_CP001720.1	186	0.495	QRF00174
QRF00174_CP001982.1	191	0.466	QRF00174
QRF00174_CP002171.1	173	0.474	QRF00174
QRF00174_CP002210.1	193	0.508	QRF00174
QRF00174_CP002418.1	198	0.667	QRF00174
QRF00174_CP002447.1	208	0.635	QRF00174
QRF00174_CP002466.1	193	0.508	QRF00174
QRF00174_CP002780.1	181	0.580	QRF00174
QRF00174_CP002897.1	204	0.676	QRF00174
QRF00174_CP002991.1	194	0.510	QRF00174
QRF00174_CP003017.1	191	0.455	QRF00174
QRF00174_CP003046.1	197	0.624	QRF00174
QRF00174_FP103042.2	201	0.662	QRF00174
QRF01118_ABSQ01038987.1	108	0.546	QRF01118
QRF01118_AGAF01000051.1	108	0.556	QRF01118
QRF01118_AGJA01000015.1	108	0.556	QRF01118
QRF01118_CP001746.1	108	0.509	QRF01118
QRF01118_CP001903.1	108	0.509	QRF01118
QRF01118_CP001907.1	108	0.509	QRF01118
QRF01118_CP002508.1	108	0.509	QRF01118
QRF01118_S43429.1	108	0.509	QRF01118
QRF01118_X64646.1	108	0.509	QRF01118
QRF01118_X89895.1	108	0.509	QRF01118
QRF01118_X94448.1	108	0.509	QRF01118
QRF01419_ACYN01013578.1	187	0.374	QRF01419
QRF01419_ACYN01015695.1	187	0.374	QRF01419
QRF01419_AF123814.1	187	0.385	QRF01419
QRF01419_AF123818.1	187	0.385	QRF01419
QRF01419_AF134324.1	187	0.374	QRF01419
